,author,content,description,publishedAt,source,title,url,urlToImage,count
528,Gabriel H. Sanchez,Photojournalist Emily Kinskeys work highlights the lives of migrants and the living conditions of what she describes as persecuted subcultures around the globe. After taking note of the debates on trade and immigration that continue to dominate todays politic… [+8055 chars],"“Every time you buy one of these shirts, please think about it, you are buying a piece of the life of the woman who made it.” View Entire Post ›",2018-11-05 22:09:43,"{'id': None, 'name': 'Buzzfeednews.com'}",These Stories Tell The Harsh Realities Of Working In An Overseas Factory,https://www.buzzfeednews.com/article/gabrielsanchez/maquila-factory-labor-honduras-american-clothing-brands,https://img.buzzfeed.com/buzzfeed-static/static/2018-11/5/17/campaign_images/buzzfeed-prod-web-06/these-stories-tell-the-harsh-realities-of-working-2-26775-1541455807-12_dblbig.jpg,1
529,The Associated Press,"___ Fed likely to keep rates on hold and sketch a bright outlook WASHINGTON (AP) With the economy strong, wages rising and unemployment at a near-five-decade low, the Federal Reserve remains on track to keep raising interest rates just not this week. After th… [+5174 chars]","Business Highlights News & Observer ___. Fed likely to keep rates on hold and sketch a bright outlook. WASHINGTON (AP) — With the economy strong, wages rising and unemployment at a near-five-decade low, the Federal Reserve remains on track to keep raising int…",2018-11-05 22:38:00,"{'id': None, 'name': 'Newsobserver.com'}",Business Highlights - News & Observer,https://www.newsobserver.com/news/business/article221170550.html,https://www.newsobserver.com/wps/source/images/newsobserver/facebook.jpg,1
530,,A caravan of Central American migrants that has drawn frequent Twitter tirades from President Donald Trump ahead of the US midterm elections rested and regrouped Monday at a stadium-turned-shelter in Mexico City before pressing on. With their sights set on re… [+4612 chars],"Yahoo News Migrant caravan rests, regroups in Mexico City Yahoo News A caravan of Central American migrants that has drawn frequent Twitter tirades from President Donald Trump ahead of the US midterm elections rested and regrouped Monday at a stadium-turned-s…",2018-11-05 22:38:52,"{'id': None, 'name': 'Yahoo.com'}","Migrant caravan rests, regroups in Mexico City - Yahoo News",https://au.news.yahoo.com/migrant-caravan-rests-regroups-mexico-city-223215326--spt.html,https://s.yimg.com/uu/api/res/1.2/xCsCM4lBGh2Mkya0bAoqwg--~B/aD0zMzc7dz01MTI7c209MTthcHBpZD15dGFjaHlvbg--/http://media.zenfs.com/en_AU/Sports/Agence-FrancePresse/4c152c113dd2cc6d4d3dad1ce38a15993003f325.jpg,1
531,Al Jazeera,"Click here for the latest updates on the US elections. US voters go to the polls on Tuesday, November 6, to take part in midterm elections that will help define the remaining two years of President Donald Trump's first term in office. All 435 seats in the Hou… [+15627 chars]",Voters head to the polls on Tuesday in an election seen as a referendum on Donald Trump's first two years in office.,2018-11-05 22:56:21,"{'id': 'al-jazeera-english', 'name': 'Al Jazeera English'}",US midterms 2018: All previous updates,https://www.aljazeera.com/news/2018/11/midterms-2018-previous-updates-181105224608541.html,https://www.aljazeera.com/mritems/Images/2018/11/1/edde6dd9adc9413592fa5a08621e4bdb_18.jpg,1
532,John Haltiwanger,"The 2018 midterm elections are upon us, and the country is anxiously awaiting to hear the results of an array of consequential elections nationwide. There's a lot at stake on Tuesday, November 6. If Democrats are able to retake either the House or Senate, it … [+2855 chars]","The 2018 midterm elections are upon us, and the country is anxiously awaiting to hear the results of an array of consequential elections nationwide. Most polling places open between 6 and 8 a.m. and close between 6 and 9 p.m. local time. Times vary based on l…",2018-11-05 23:28:18,"{'id': 'business-insider', 'name': 'Business Insider'}",Here's what to expect on election night,https://www.businessinsider.com/when-will-midterm-election-results-come-in-2018-11,https://amp.businessinsider.com/images/5be08569110d4c21fd07436a-1536-768.jpg,1
533,Rebekah Entralg,The fashion brand of first daughter and presidential adviser Ivanka Trump won first trial approval for 16 new Chinese trademarks — the largest number of trademarks her business has received from China in a single month — according to government watchdog group… [+3418 chars],The fashion brand of first daughter and presidential adviser Ivanka Trump won first trial approval for 16 new Chinese trademarks — the largest number of trademarks her business has received from China in a single month — according to government watchdog group…,2018-11-05 23:46:25,"{'id': None, 'name': 'Thinkprogress.org'}",Ivanka Trump’s shuttered business wins Chinese trademarks to voting machines,https://thinkprogress.org/ivanka-trump-business-chinese-trademarks-voting-machines-9238fe6cee16/,https://thinkprogress.org/wp-content/uploads/2018/11/GettyImages-10557804481.jpg?w=1280&h=720&crop=1,1
534,https://www.facebook.com/bbcnews,This looks set to be (another) big week in the Brexit negotiations - but preparations are also being stepped up in case no deal emerges on a withdrawal agreement between the UK and the European Union. The UK government has published more than 100 technical no… [+5619 chars],The French parliament is debating preparedness for a no-deal Brexit - what are other countries doing?,2018-11-06 01:15:15,"{'id': 'bbc-news', 'name': 'BBC News'}",Reality Check: What are EU countries doing to prepare for a no-deal Brexit?,https://www.bbc.co.uk/news/world-europe-46064836,https://ichef.bbci.co.uk/news/1024/branded_news/D851/production/_104177355_brexit_nodeal_illustration.jpg,1
535,Xeni Jardin,"Why does Ivanka Trump need trademarks for nursing homes, sausage casing, and *voting machines* in China? Or do we not want to know. The fashion brand of Donald Trump's daughter and presidential adviser Ivanka Trump has received first trial approval from the g… [+4251 chars]","Why does Ivanka Trump need trademarks for nursing homes, sausage casing, and *voting machines* in China? Or do we not want to know. The fashion brand of Donald Trump's daughter and presidential adviser Ivanka Trump has received first trial approval from the g…",2018-11-06 02:03:33,"{'id': None, 'name': 'Boingboing.net'}","Ivanka Trump to get 16 new China trademarks, including one for 'voting machines'",https://boingboing.net/2018/11/05/trump-brand-voting-machines.html,https://media.boingboing.net/wp-content/uploads/2018/11/ivanka.jpeg,1
536,Eliza Relman,President Donald Trump's closing message to voters before the midterm elections has offended so many that the three major cable news networks — including the president's favored outlet — and the world's largest social media site have all refused to carry it. … [+3400 chars],President Donald Trump's closing message to voters before the midterm elections has offended so many that the three major cable news networks and the world's largest social media site have all refused to carry it. As part of his scorched-Earth strategy in the…,2018-11-06 02:44:02,"{'id': 'business-insider', 'name': 'Business Insider'}","The media rejected Trump's 'racist,' misleading ad in an unprecedented way",https://www.businessinsider.com/the-media-rejected-trumps-racist-ad-in-an-unprecedented-way-2018-11,https://amp.businessinsider.com/images/5be0db4c0d7c6723630a6b38-1136-568.jpg,1
537,,The US and China will hold a second round of high-level diplomatic and security talks in Washington on Friday in a show of willingness for the two sides to continue communications amid rising tensions in the South China Sea and Taiwan Strait. US Secretary of … [+3162 chars],"Yahoo News US, China set for high-level talks to avert South China Sea clashes Yahoo News The US and China will hold a second round of high-level diplomatic and security talks in Washington on Friday in a show of willingness for the two sides to continue comm…",2018-11-06 03:28:49,"{'id': None, 'name': 'Yahoo.com'}","US, China set for high-level talks to avert South China Sea clashes - Yahoo News",https://sg.news.yahoo.com/us-china-set-high-level-024050709.html,https://s.yimg.com/uu/api/res/1.2/Q9AlTIhNjaA2W8y0LY3FRQ--~B/aD03MjA7dz0xMjgwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://media.zenfs.com/en-SG/homerun/south_china_morning_post_621/79d5b5b35844a2a637c746c232cc9978,1
538,,"By David Brunnstrom WASHINGTON (Reuters) - The United States and China will hold a top-level diplomatic and security dialogue that was supposed to be held in Beijing in October in Washington on Friday, amid moves to try to resolve a damaging trade war. Secret… [+2212 chars]","Yahoo News Frost thaws in US-China ties ahead of G20 meeting Yahoo News U.S. President Donald Trump and China's President Xi Jinping shake hands after making joint statements at the Great Hall of the People in Beijing, China, November 9, 2017. Damir Sagolj: ""…",2018-11-06 03:33:45,"{'id': None, 'name': 'Yahoo.com'}",Frost thaws in US-China ties ahead of G20 meeting - Yahoo News,https://www.yahoo.com/news/u-china-hold-delayed-diplomatic-security-dialogue-friday-002724260.html,https://s.yimg.com/os/mit/media/m/social/images/social_default_logo-1481777.png,1
539,PTI,"By: PTI | Mumbai | Published: November 6, 2018 9:46:15 am The rupee has faced a major climbdown in the last couple of months. (file) The rupee recovered 21 paise to 72.91 against the US dollar early Tuesday on increased selling by exporters. The dollar’s weak… [+667 chars]","At the interbank forex market, the rupee opened strong at 72.98 and advanced further to trade at 72.91, reflecting a rise of 21 paise over its previous close of 73.12 against the dollar.",2018-11-06 04:16:15,"{'id': None, 'name': 'Indianexpress.com'}",Rupee recovers 21 paise to 72.91 against US dollar,https://indianexpress.com/article/business/market/rupee-recovers-21-paise-to-72-91-against-us-dollar-5435693/,https://images.indianexpress.com/2018/10/rupee-1.jpg?w=759,1
540,Christian Edwards,"Hello! Here's what's happening on Tuesday. The word is out that Long Island City neighborhood in Queens, New York, will be the new home of Amazon and here's why that could be a real bad idea. Amazon is reportedly nearing a deal to make New York City its secon… [+2561 chars]","Hello! Here's what's happening on Tuesday. The word is out that Long Island City neighborhood in Queens, New York, will be the new home of Amazon and here's why that could be a real bad idea. Amazon is reportedly nearing a deal to make New York City its secon…",2018-11-06 05:18:07,"{'id': 'business-insider', 'name': 'Business Insider'}",The 10 most important things in the world right now,https://www.businessinsider.com/the-10-most-important-things-in-the-world-right-now-november-6-2018-11,https://amp.businessinsider.com/images/5be12148f556fc294e6ce803-1920-960.jpg,1
541,Guardian Staff,"Top story: Referendum on Trump presidency Hello, Im Warren Murray. Welcome to Tuesdays news. The US midterm elections will be held today, to fill all 435 seats in the House of Representatives and 35 of the 100 seats in the Senate. Democrats are favoured to wi… [+9469 chars]","Bitter and divisive campaign reaches climax … Hyde Park bomb suspect facing new charges … and Tim Berners-Lee unveils his ‘Magna Carta for the web’ Hello, I’m Warren Murray. Welcome to Tuesday’s news. Continue reading...",2018-11-06 06:33:50,"{'id': 'the-guardian-au', 'name': 'The Guardian (AU)'}",Tuesday briefing: US to vote in midterm elections,https://www.theguardian.com/world/2018/nov/06/tuesday-briefing-us-to-vote-in-midterm-elections,https://i.guim.co.uk/img/media/94d31b9dabd56243bce7b532fae025e19f1f75c9/590_586_2910_1747/master/2910.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=124190c58ddc47932d30b4c203eae4b2,1
542,Isobel Asher Hamilton,Amazon is said to have selected two locations for its HQ2. Reuters Good morning! This is the tech news you need to know this Tuesday. Facebook suspended 115 accounts the day before the US midterm elections. The accounts were brought to Facebook's attention by… [+2829 chars],"Good morning! This is the tech news you need to know this Tuesday. Facebook suspended 115 accounts the day before the US midterm elections. The accounts were brought to Facebook's attention by law enforcement, who suspected links to ""foreign entities."" Amazon…",2018-11-06 08:18:24,"{'id': 'business-insider', 'name': 'Business Insider'}",10 things in tech you need to know today,https://www.businessinsider.com/10-things-in-tech-you-need-to-know-today-november-6-2018-11,https://amp.businessinsider.com/images/5b5ecc66a592a51d008b491f-1920-960.jpg,1
543,"Chris Graham, Harriet Alexander, Rozina Sabur, Ben Riley-Smith",M r Trump appears to have decided that immigration is the crucial issue that will turn out the coalition of voters that handed him an unlikely victory in the 2016 election. The US president has framed migrant caravans approaching through Central America as an… [+1098 chars],"America is heading to the polls today for the first time since Donald Trump took office, with majorities in both the House of Representatives and the Senate hanging in the balance.",2018-11-06 09:00:12,"{'id': 'the-telegraph', 'name': 'The Telegraph'}",US midterm elections 2018 live: Polls open Donald Trump Senate House of Representatives - latest news,https://www.telegraph.co.uk/news/2018/11/06/us-midterm-elections-2018-live-polls-open-donald-trump-senate/,https://www.telegraph.co.uk/content/dam/news/2018/11/06/TELEMMGLPICT000180048584-xlarge_trans_NvBQzQNjv4BqEDjTm7JpzhSGR1_8ApEWQGJzNWnBH0h3ZLuNo2nT_0E.jpeg,1
544,Staff,"Facebook has issued a new update regarding its fight against election meddling, fake news, and disinformation. According to the announcement, the company is in regular touch with the law enforcement agencies, other companies across the globe, and even outside… [+1595 chars]","BGR India Facebook takes down 30 'foreign' accounts and 85 Instagram accounts ahead of US Midterm elections BGR India Facebook has issued a new update regarding its fight against election meddling, fake news, and disinformation. According to the announcement,…",2018-11-06 09:02:17,"{'id': None, 'name': 'Www.bgr.in'}",Facebook takes down 30 'foreign' accounts and 85 Instagram accounts ahead of US Midterm elections - BGR India,https://www.bgr.in/news/facebook-takes-down-30-foreign-accounts-and-85-instagram-accounts-ahead-of-us-midterm-elections-fake-news-donald-trump-cambridge-analytica/,https://st1.bgr.in/wp-content/uploads/2018/09/Facebook-security-breach.jpg,1
545,Reuters Editorial,"PARIS (Reuters) - French President Emmanuel Macron said on Tuesday the European Union has failed to protect the less well off as it pushes a neo-liberal agenda, signalling a more critical stance as eurosceptics make gains before elections next spring. In rece… [+2267 chars]","Reuters EU needs to protect workers more, France's Macron says Reuters PARIS (Reuters) - French President Emmanuel Macron said on Tuesday the European Union has failed to protect the less well off as it pushes a neo-liberal agenda, signalling a more critical …",2018-11-06 09:31:00,"{'id': 'reuters', 'name': 'Reuters'}","EU needs to protect workers more, France's Macron says - Reuters",https://uk.reuters.com/article/uk-france-politics-idUKKCN1NB11V,https://s4.reutersmedia.net/resources/r/?m=02&d=20181106&t=2&i=1322531969&w=1200&r=LYNXNPEEA50JV,1
546,Suzanne Scacca,Theres something very special about social media marketing and how it compels consumers to engage with it. The Hootsuite 2018 Social Media Barometer says there are now over 3.2 billion global consumers who are active on social media. With such a large part of… [+6285 chars],There's something very special about social media marketing and how it compels consumers to engage with it. The Hootsuite 2018 Social Media Barometer says there are now over 3.2 billion global consumers who are active on social media. With such a large part o…,2018-11-06 10:45:39,"{'id': None, 'name': 'Webdesignerdepot.com'}",Unique Ways to Integrate Social Media into Web Design,https://www.webdesignerdepot.com/2018/11/unique-ways-to-integrate-social-media-into-web-design/,https://www.webdesignerdepot.com/cdn-origin/uploads/2018/10/featured_socialmedia-1024x563.jpg,1
547,Anisa Purbasari Horton,"Transparency has become a new management buzzword. Ten years ago, an employee might not protest (or even question) a management decision that their executive team made in secrecy. But today, employees expect companies and its leaders to be transparent. It’s n… [+6818 chars]","Leaders at Box, Front, and Buffer share how transparency leads to speed and efficiency. Transparency has become a new management buzzword. Ten years ago, an employee might not protest (or even question) a management decision that their executive team made in …",2018-11-06 12:00:51,"{'id': None, 'name': 'Fastcompany.com'}",Why these CEOs think transparency is crucial for workplace success,https://www.fastcompany.com/90259898/why-these-ceos-think-transparency-is-crucial-for-workplace-success?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcompany%2Fheadlines+%28Fast+Company%29,"https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2018/11/p-1-transparency.jpg",1
548,Alicia A. Caldwell,"GRANJENO, TexasOn Monday morning in this border town, about a dozen U.S. Army soldiers unfurled reams of razor wire on top of a wrought-iron fence alongside a bridge to Mexico. The soldiers from the 36th Engineer Brigade at Fort Riley, Kan., who wore helmets … [+3536 chars]","Wall Street Journal US Troops' First Order at the Border: Laying Razor Wire Wall Street Journal GRANJENO, Texas—On Monday morning in this border town, about a dozen U.S. Army soldiers unfurled reams of razor wire on top of a wrought-iron fence alongside a bri…",2018-11-06 13:05:03,"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",US Troops' First Order at the Border: Laying Razor Wire - Wall Street Journal,https://www.wsj.com/articles/u-s-troops-first-order-at-the-border-laying-razor-wire-1541509201,https://images.wsj.net/im-34936/social,1
549,John Dietz,"In the end, three Stanley Cup championships and nine consecutive playoff runs wasn't enough to save Joel Quenneville. Chairman Rocky Wirtz, President and CEO John McDonough and GM Stan Bowman made the decision to relieve Quenneville and assistant coaches Kevi… [+3182 chars]","Chicago Daily Herald Chicago Blackhawks fire coach Joel Quenneville Chicago Daily Herald The Blackhawks have fired head coach Joel Quenneville, according to a team statement. The following announcement was posted on the team's Twitter account: ""The Chicago Bl…",2018-11-06 14:22:41,"{'id': None, 'name': 'Dailyherald.com'}",Chicago Blackhawks fire coach Joel Quenneville - Chicago Daily Herald,https://www.dailyherald.com/sports/20181106/chicago-blackhawks-fire-coach-joel-quenneville,https://www.dailyherald.com/storyimage/da/20181106/sports/181109400/AR/0/AR-181109400.jpg&updated=201811060904&imageversion=Facebook&exactH=630&exactW=1200&exactfit=crop&noborder,1
550,Graham Flanagan,"Following is a transcript of the video. Director: They're back in five, four, three... Harris Faulkner: We'll go ""Outnumbered Overtime"" now. I'm Harris Faulkner. Secretary of State Mike Pompeo... Narrator: Harris Faulkner is the host of ""Outnumbered Overtime""… [+6546 chars]",Fox News Channel anchor Harris Faulkner is the only African-American woman that hosts a daily news show on one of the three major cable news networks. She has made headlines for her comments both defending President Trump and criticizing him. We went behind t…,2018-11-06 15:00:00,"{'id': 'business-insider', 'name': 'Business Insider'}",Fox News' Harris Faulkner is the only black woman in cable news with a daily show: 'It's a tremendous amount of responsibility',https://www.businessinsider.com/harris-faulkner-fox-news-anchor-black-female-cable-news-2018-11,https://amp.businessinsider.com/images/5be074a1beb6701647093ed3-1136-568.jpg,1
551,Chavie Lieber,"An agent for famous animals explains the big business of pets on social media. Pet ownership comes with many perks. There’s the unconditional love, the furry cuddles, the companionship. In 2018, it can also come with an added advantage that used to be relegat… [+12129 chars]",The head of a pet influencer agency explains the big business of famous pets on Instagram.,2018-11-06 15:09:10,"{'id': None, 'name': 'Vox.com'}","How to make your dog Instagram-famous, according to an agent for “pet influencers”",https://www.vox.com/the-goods/2018/11/6/18066056/dog-instagram-famous-pet-influencers,https://cdn.vox-cdn.com/thumbor/oNEhUCaEigBLzJdPX8cGYkPBBn8=/0x66:960x569/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/13392995/28168164_2070666143217709_4198638787596128369_n.jpg,1
552,Natasha Bertrand,"The hacking attempts haven’t slowed. The disinformation campaigns are ongoing. And the warning lights have been “blinking red” for a potential foreign operation aimed at disrupting the midterm elections, according to the country’s top intelligence official. B… [+10050 chars]","With today’s midterms, America’s election infrastructure has never been more carefully monitored by government officials. But will that be enough?",2018-11-06 16:08:13,"{'id': None, 'name': 'Theatlantic.com'}",The Surprising Good News About Voting Security,https://www.theatlantic.com/international/archive/2018/11/election-security-midterms-hacking-russia/575008/,https://cdn.theatlantic.com/assets/media/img/mt/2018/11/RTS24PB4/facebook.jpg?1541519147,1
553,Melanie Schmitz,"Eric Trump said Tuesday that President Obama has a “personal problem” with his father, President Trump, and is trying to take credit for his father’s accomplishments. Trump, the president’s second eldest son and an executive vice president of the family’s epo… [+5567 chars]","Eric Trump said Tuesday that President Obama has a “personal problem” with his father, President Trump, and is trying to take credit for his father’s accomplishments. Trump, the president’s second eldest son and an executive vice president of the family’s epo…",2018-11-06 16:29:54,"{'id': None, 'name': 'Thinkprogress.org'}",Eric Trump claims Obama has a ‘personal problem’ with President Trump,https://thinkprogress.org/eric-trump-claims-obama-has-a-personal-problem-with-president-trump-35f3df5bd7a7/,https://thinkprogress.org/wp-content/uploads/2018/11/GettyImages-1056586460.jpg?w=1024&h=683&crop=1,1
554,Lisa Schiffman,"November 6, 2018 8 min read Opinions expressed by Entrepreneur contributors are their own. Last week, I attended the first global Gender-Smart Investing Summit, in London. Summit sessions explored ways to unlock barriers to deploy capital in a gender-smart wa… [+8828 chars]","But with only 2 percent of U.S.-based VC funding going to women CEOs in 2017, they still have a long way to go.",2018-11-06 16:30:00,"{'id': None, 'name': 'Entrepreneur.com'}",Women Are (Finally) Turning the VC Funding Tide,https://www.entrepreneur.com/article/322836,https://assets.entrepreneur.com/content/3x2/2000/20181105215326-GettyImages-867420946.jpeg,1
555,"Madeline Kaplan, Madeline Kaplan","Every election night, news networks are forced to contend with two seemingly contradictory problems: more information than they can possibly report and more time than they can possibly fill. For the last 70 years, anchors, reporters, and producers from rival … [+6936 chars]","Every election night, news networks are forced to contend with two seemingly contradictory problems: more information than they can possibly report and more time than they can possibly fill. For the last 70 years, anchors, reporters, and producers from rival …",2018-11-06 16:30:07,"{'id': None, 'name': 'Slate.com'}",The Evolution of TV Election Coverage Technology,https://slate.com/culture/2018/11/tv-election-coverage-technology-evolution.html,https://compote.slate.com/images/14e85751-5567-420d-b89a-d5342584da06.jpeg?width=780&height=520&rect=1560x1040&offset=0x0,1
556,Emily Stewart,"Exit polls in the 2018 midterms will be a little different after a couple of media outlets have split off. The 2018 midterm elections have arrived, and with them the infamous exit polls that start to roll out before official results come in. We might know wha… [+10178 chars]",Exit polls in 2018 will be a little different after a couple of media outlets have split off.,2018-11-06 17:00:04,"{'id': None, 'name': 'Vox.com'}",Exit polls will give us an early — but imperfect — glimpse of the Election Day results,https://www.vox.com/policy-and-politics/2018/11/6/18067982/exit-polls-results-start-2018-midterm-elections,https://cdn.vox-cdn.com/thumbor/yRlYCzuscAntBGsA4I6h2IW5BuQ=/0x319:4451x2649/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/13396113/1055564416.jpg.jpg,1
557,Steven John,"The Insider Picks team writes about stuff we think you'll like. Business Insider has affiliate partnerships, so we get a share of the revenue from your purchase. I've never slept all that well. It takes me forever to nod off, and if I wake up in the middle of… [+2690 chars]","The Insider Picks team writes about stuff we think you'll like. Business Insider has affiliate partnerships, so we get a share of the revenue from your purchase. Nest Bedding's Easy Breather Side Sleeper Pillow ($119) has a semi-concave design that perfectly …",2018-11-06 17:20:00,"{'id': 'business-insider', 'name': 'Business Insider'}",This $119 pillow has a weird shape that's more supportive and comfortable for side sleepers — I sleep like a baby with mine,https://www.businessinsider.com/nest-bedding-easy-breather-side-sleeper-pillow-2018-11,https://amp.businessinsider.com/images/5be1c9f1e4218a328930cd4d-2732-1366.jpg,1
558,Justin Kahn,"9to5Toys now has a new app! Download it to stay to date on the best gear and deals on the web. Plus don’t forget to check us out on Apple News and sign up for the 9to5Toys Newsletter. Also, be sure to check us out on: Twitter, RSS Feed, Facebook, Google+ and … [+4335 chars]","9to5Toys now has a new app! Download it to stay to date on the best gear and deals on the web. Plus don’t forget to check us out on Apple News and sign up for the 9to5Toys Newsletter. Also, be sure to check us out on: Twitter, RSS Feed, Facebook, Google+ and …",2018-11-06 17:30:08,"{'id': None, 'name': '9to5mac.com'}","9to5Toys Lunch Break: 9.7″ iPad 128GB $350, Amazon Logitech Sale from $14, iTunes Movies from $1, more",https://9to5mac.com/2018/11/06/9to5toys-ipad-logitech-itunes/,https://9to5mac.com/wp-content/uploads/sites/6/2017/09/9to5toys-lunch-break.jpg?quality=82&strip=all&w=1600,1
559,,"To continue, please click the box below to let us know you're not a robot.",Bloomberg Economist That Called US-China Trade War Sees Deal in 2019 Bloomberg An economist who accurately predicted the rising trade tensions between the U.S. and China now sees a likely resolution of the dispute next year. A trade deal may be reached at som…,2018-11-06 17:50:21,"{'id': 'bloomberg', 'name': 'Bloomberg'}",Economist That Called US-China Trade War Sees Deal in 2019 - Bloomberg,https://www.bloomberg.com/tosv2.html?vid=&uuid=84c362e0-e1f3-11e8-b086-818f5caaebe7&url=L25ld3MvYXJ0aWNsZXMvMjAxOC0xMS0wNi9lY29ub21pc3QtdGhhdC1jYWxsZWQtdS1zLWNoaW5hLXRyYWRlLXdhci1zZWVzLWRlYWwtaW4tMjAxOQ==,,1
560,Zoe Wood,Primark has bucked the retail gloom with striking annual figures showing that its cheap chic is drawing shoppers to the high street at a time when rivals are closing stores. The company said sales at UK stores open for more than one year had risen 1.2% in the… [+3185 chars],Fashion retailer reports 1.2% increase as rival announces worse than expected news Primark has bucked the retail gloom with “striking” annual figures showing that its “cheap chic” is drawing shoppers to the high street at a time when rivals are closing stores…,2018-11-06 17:55:59,"{'id': 'the-guardian-au', 'name': 'The Guardian (AU)'}",Primark heralds 'striking' sales figures but New Look says 85 stores will close,https://www.theguardian.com/business/2018/nov/06/primark-heralds-striking-sales-figures-but-new-look-says-85-stores-will-close,https://i.guim.co.uk/img/media/13986ea0b1ad02c669b56abc58c848c830bef098/0_214_3500_2100/master/3500.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=276a8e5ab0384f93479dc6278a6024c3,1
561,lucky,"Great news, folks! United is reducing staffing in their international business class cabin and making the food worse, and they’re doing this for two reasons: They’re doing this in order to listen to customer feedback They’re doing this in order to be able to … [+4303 chars]","Great news, folks! United is reducing staffing in their international business class cabin and making the food worse, and they're doing this for two reasons: -- They're doing this in order to listen to customer feedback -- They're doing this in order to be ab…",2018-11-06 18:50:29,"{'id': None, 'name': 'Onemileatatime.com'}",United Is Cutting Service In Polaris,https://onemileatatime.com/united-cutting-polaris-service/,https://onemileatatime.com/wp-content/uploads/2017/04/United-Polaris-777-41.jpg,1
562,Reuben Jackson,"Big data has been big news for businesses in recent years. The rapid rise in internet use and smartphone technology means we are now generating vast quantities of data every minute. According to one 2016 estimate from IBM, 90 percent of the data in the world … [+5964 chars]","Big data has been big news for businesses in recent years. The rapid rise in internet use and smartphone technology means we are now generating vast quantities of data every minute. According to one 2016 estimate from IBM, 90 percent of the data in the world …",2018-11-06 19:00:40,"{'id': None, 'name': 'Readwrite.com'}",Blockchain Big Data Options will Change Entire Industries,https://readwrite.com/2018/11/06/blockchain-big-data-options-will-change-entire-industries/,https://images.readwrite.com/wp-content/uploads/2018/10/Depositphotos_72833357_xl-2015-900x600.jpg,1
563,https://www.facebook.com/paul.farhi,"Fox News says it isnt happy with two of its stars, Sean Hannity and Jeanine Pirro, openly campaigning in President Trumps behalf, but it wont say what, if anything, its doing about it. The network issued a statement Tuesday saying it does not condone any of i… [+7745 chars]","Washington Post Fox News says it has 'addressed' its stars stumping for Trump, but won't say how Washington Post Fox News says it isn't happy with two of its stars, Sean Hannity and Jeanine Pirro, openly campaigning in President Trump's behalf, but it won't s…",2018-11-06 19:29:42,"{'id': 'the-washington-post', 'name': 'The Washington Post'}","Fox News says it has 'addressed' its stars stumping for Trump, but won't say how - Washington Post",https://www.washingtonpost.com/lifestyle/style/fox-news-says-it-has-addressed-its-stars-stumping-for-trump-but-wont-say-how/2018/11/06/e9f7f576-e1ea-11e8-b759-3d88a5ce9e19_story.html,https://www.washingtonpost.com/resizer/2BDokE5kG9CseFFoWWt6d6r_P1k=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/2GWVUSXB6EI6RD27UVJUP5EHMI.jpg,1
564,David Gauthier-Villars,ISTANBULTurkeys President Recep Tayyip Erdogan said Tuesday that his country would ignore sanctions the U.S. introduced against Iran this weeka defiant tone that could complicate Ankaras recent efforts to defuse tension with Washington. Mr. Erdogan lashed out… [+3682 chars],Wall Street Journal Turkey's Erdogan Says He'll Defy US Sanctions on Iran Wall Street Journal ISTANBUL—Turkey's President Recep Tayyip Erdogan said Tuesday that his country would ignore sanctions the U.S. introduced against Iran this week—a defiant tone that …,2018-11-06 21:07:00,"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Turkey's Erdogan Says He'll Defy US Sanctions on Iran - Wall Street Journal,https://www.wsj.com/articles/turkeys-erdogan-says-hell-defy-u-s-sanctions-on-iran-1541538429,https://images.wsj.net/im-35142/social,1
565,"Jordan Weissmann, Jordan Weissmann","Some Republican notables participate in a groundbreaking for the totally misbegotten Foxconn facility in Wisconsin. The Weird Kavanaugh Encounter That Led Me, a Staunch Republican, to Volunteer for Heidi Heitkamp I Dont Want My 10-Month-Old Near My Brother-in… [+5145 chars]","If you want to better understand why wealthy, coastal cities like New York and San Francisco continue to pull away economically from the rest of the country despite their absurd housing costs and soul-sapping public transit systems, consider a few of the big …",2018-11-06 22:02:19,"{'id': None, 'name': 'Slate.com'}",This Week Showed Us a Lot About Why Rich Cities Tend to Get Richer,https://slate.com/business/2018/11/amazon-hq2-and-foxconn-why-rich-cities-get-richer.html,https://compote.slate.com/images/f0299f7c-9fb5-44ad-86bb-8e353491f2d6.jpeg?width=780&height=520&rect=4499x2999&offset=1x0,1
